email_id,label,category,email_text
P0076,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
P0956,1,phishing,You are eligible for an exclusive bonus. Click https://www.account-security-alert.com/verify to claim it before midnight.
L0778,0,legitimate,"Hi Ananya, here are the notes from yesterday's discussion. Please share any corrections."
L1101,0,legitimate,"Hi Kiran, the team meeting is scheduled for Thursday at 3:30 PM. Please let me know if you can attend."
P0036,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
P0948,1,phishing,Security alert: We detected unusual activity on your banking account. Confirm your identity using https://www.account-security-alert.com/verify.
L0899,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0367,1,phishing,Security alert: We detected unusual activity on your Amazon account. Confirm your identity using https://www.reward-center-online.com/verify.
P0542,1,phishing,You are eligible for an exclusive bonus. Click https://www.reward-center-online.com/verify to claim it before midnight.
L0667,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
L0154,0,legitimate,Your library book is due on Tuesday. You can renew it through the library portal.
P1165,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
P0629,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.billing-confirmation.net/verify.
P0255,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
P0026,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.verify-login-now.net/verify."
L0486,0,legitimate,Reminder: your appointment with HR is scheduled for Wednesday at 4:00 PM.
L0549,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0514,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
L0151,0,legitimate,"Hi Arjun, the design review is scheduled for Monday at 3:30 PM. Please let me know if you can attend."
P0551,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.billing-confirmation.net/verify.
P0741,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.secure-account-check.com/verify.
L0296,0,legitimate,Reminder: your appointment with HR is scheduled for Monday at 4:00 PM.
L0464,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0080,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
P0809,1,phishing,"You have won a $1,000 bonus. Claim your reward now by visiting https://www.secure-account-check.com/verify."
P1170,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
P0692,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.reward-center-online.com/verify."
L1029,0,legitimate,"Hi Meera, here are the notes from yesterday's discussion. Please share any corrections."
P1112,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.account-security-alert.com/verify.
L0441,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0176,1,phishing,Security alert: We detected unusual activity on your PayPal account. Confirm your identity using https://www.secure-account-check.com/verify.
P0562,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
L0620,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0575,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.secure-account-check.com/verify.
P0032,1,phishing,Security alert: We detected unusual activity on your company account. Confirm your identity using https://www.billing-confirmation.net/verify.
P0271,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.account-security-alert.com/verify.
L0644,0,legitimate,Reminder: your appointment with Student Services is scheduled for Wednesday at 11:30 AM.
P0958,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
L1003,0,legitimate,"Hi Arjun, here are the notes from yesterday's discussion. Please share any corrections."
P0333,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.secure-account-check.com/verify.
L1181,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P1063,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.secure-account-check.com/verify.
L0446,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0758,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P1173,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
L1145,0,legitimate,The maintenance team will inspect the office network on Thursday. No action is required from you.
P0950,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
P1096,1,phishing,Security alert: We detected unusual activity on your company account. Confirm your identity using https://www.billing-confirmation.net/verify.
